項目名稱,選舉名稱,申報序號／年度,交易日期,收支科目,公司名稱,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,捐贈方式,存入專戶日期,返還/繳庫,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期,產業類別
李昆澤,113年立法委員選舉,首次,112 年 11 月 07 日,營利事業捐贈收入,水方建設開發,24993492,20000,0,,金錢,高雄市左營區****,07-3*****,現金,112 年 11 月 07 日,,,,,,,,,,
李昆澤,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,聯霖建設,86557435,50000,0,,金錢,高雄市三民區****,3385*****,現金,112 年 12 月 18 日,已返還,,,,,,,,,
李明璇,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,杰昇實業,23070689,10000,0,,金錢,高雄市鳥松區****,07-7*****,現金,112 年 10 月 31 日,,,,,,,,,,
李明璇,113年立法委員選舉,首次,112 年 10 月 25 日,營利事業捐贈收入,建璋事務機器行,18118163,10000,0,,金錢,高雄市鳳山區****,07-7*****,現金,112 年 10 月 31 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 09 月 26 日,營利事業捐贈收入,特康屋企業社,81023334,60000,0,,金錢,高雄市左營區****,07-3*****,現金,112 年 09 月 26 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 10 月 12 日,營利事業捐贈收入,盛懋興業,84660429,20000,0,,金錢,高雄市仁武區****,,現金,112 年 10 月 12 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 10 月 30 日,營利事業捐贈收入,茂陞投資,27213786,100000,0,,金錢,高雄市鹽埕區****,,匯款,112 年 10 月 30 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 11 月 13 日,營利事業捐贈收入,明一消防企業,83630671,20000,0,,金錢,高雄市楠梓區****,,現金,112 年 11 月 13 日,已返還,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 11 月 24 日,營利事業捐贈收入,特康屋企業社,81023334,100000,0,,金錢,高雄市左營區****,07-3*****,現金,112 年 11 月 24 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 11 月 30 日,營利事業捐贈收入,台北世界貿易中心國際貿易大樓,21249034,500000,0,,金錢,臺北市信義區****,,匯款,112 年 11 月 30 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 12 月 05 日,營利事業捐贈收入,來去悠閒渡假旅行社,82835824,200000,0,,金錢,高雄市苓雅區****,07-9*****,匯款,112 年 12 月 05 日,已返還,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,威暘營造工程,89384444,100000,0,,金錢,臺南市東區關****,,現金,112 年 12 月 18 日,已返還,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,都巿建設,86053928,100000,0,,金錢,高雄市左營區****,,現金,112 年 12 月 18 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,吉隆建設,76385862,100000,0,,金錢,高雄市苓雅區****,,現金,112 年 12 月 18 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 12 月 22 日,營利事業捐贈收入,上毅興業,82097827,100000,0,,金錢,高雄市鼓山區****,,現金,112 年 12 月 22 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,光怡營造,85897317,100000,0,,金錢,高雄市鳳山區****,07-7*****,票據,113 年 01 月 02 日,已返還,,,,,,,,,
李柏毅,113年立法委員選舉,首次,113 年 01 月 09 日,營利事業捐贈收入,亘揚,83640093,100000,0,,金錢,高雄市橋頭區****,6111*****,票據,113 年 01 月 09 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,113 年 01 月 11 日,營利事業捐贈收入,有豐食品,89590248,10000,0,,金錢,臺北市北投區****,02-2*****,匯款,113 年 01 月 11 日,,,,,,,,,,
李柏毅,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,磊山保險經紀人,25100998,100000,0,,金錢,臺北市中山區****,,現金,113 年 01 月 12 日,已返還,,,,,,,,,
李柏毅,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,有豐食品,89590248,90000,0,,金錢,臺北市北投區****,02-2*****,匯款,113 年 01 月 12 日,,,,,,,,,,
李眉蓁,113年立法委員選舉,首次,112 年 12 月 06 日,營利事業捐贈收入,崑郡建設,13199573,200000,0,,金錢,高雄市左營區****,0755*****,匯款,112 年 12 月 06 日,,,,,,,,,,
李眉蓁,113年立法委員選舉,首次,113 年 01 月 02 日,營利事業捐贈收入,十代,86450004,10000,0,,金錢,高雄市三民區****,0738*****,現金,113 年 01 月 02 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 06 月 28 日,營利事業捐贈收入,水方建設開發,24993492,200000,0,,金錢,高雄市左營區****,07-3*****,匯款,112 年 06 月 28 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 06 月 30 日,營利事業捐贈收入,獅湖營造,70405150,100000,0,,金錢,高雄市三民區****,07-6*****,匯款,112 年 06 月 30 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 07 月 05 日,營利事業捐贈收入,永晉加油站永晉潭頭加油站,69809627,100000,0,,金錢,高雄市林園區****,07-6*****,現金,112 年 07 月 05 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 07 月 06 日,營利事業捐贈收入,舜園旅行社,53233470,100000,0,,金錢,高雄市楠梓區****,0935*****,匯款,112 年 07 月 06 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 07 月 26 日,營利事業捐贈收入,瀚光泰建設,80368921,100000,0,,金錢,高雄市苓雅區****,5350*****,現金,112 年 07 月 26 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 04 日,營利事業捐贈收入,暉華工業,75926566,30000,0,,金錢,高雄市仁武區****,07-3*****,匯款,112 年 08 月 04 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 07 日,營利事業捐贈收入,華盛頓製藥廠,7407503,100000,0,,金錢,高雄市仁武區****,07-3*****,現金,112 年 08 月 07 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 07 日,營利事業捐贈收入,駐龍科技,28875030,300000,0,,金錢,高雄市仁武區****,310-*****,匯款,112 年 08 月 07 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 07 日,營利事業捐贈收入,名榮營造,29126859,100000,0,,金錢,高雄市左營區****,8019*****,匯款,112 年 08 月 07 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 14 日,營利事業捐贈收入,宏欣機械工程,75999770,200000,0,,金錢,高雄市大寮區****,07-7*****,匯款,112 年 08 月 14 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 14 日,營利事業捐贈收入,潤遠投資,83413196,600000,0,,金錢,臺北市信義區****,0912*****,匯款,112 年 08 月 14 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 16 日,營利事業捐贈收入,宗萬工程,23329575,50000,0,,金錢,高雄市鳥松區****,732-*****,現金,112 年 08 月 16 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 18 日,營利事業捐贈收入,捷利旅行社,22922893,100000,0,,金錢,高雄市苓雅區****,0933*****,匯款,112 年 08 月 18 日,已返還,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 08 月 24 日,營利事業捐贈收入,協達投資,54185291,100000,0,,金錢,臺北市內湖區****,03-3*****,現金,112 年 08 月 24 日,已返還,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 09 月 01 日,營利事業捐贈收入,公準精密工業,75940820,200000,0,,金錢,高雄市仁武區****,07-3*****,匯款,112 年 09 月 01 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 09 月 06 日,營利事業捐贈收入,吉隆建設,76385862,100000,0,,金錢,高雄市苓雅區****,333-*****,票據,112 年 09 月 06 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 10 月 23 日,營利事業捐贈收入,富豪木材行,81011766,50000,0,,金錢,高雄市旗山區****,0912*****,現金,112 年 10 月 23 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 11 月 06 日,營利事業捐贈收入,萬寶路石雕坊,14990720,20000,0,,金錢,臺南市仁德區****,0973*****,匯款,112 年 11 月 06 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 11 月 06 日,營利事業捐贈收入,見盈交通工業,69852932,10000,0,,金錢,臺南市永康區****,06-2*****,匯款,112 年 11 月 06 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 11 月 06 日,營利事業捐贈收入,瑞商企業,22696833,10000,0,,金錢,臺南市歸仁區****,06-2*****,匯款,112 年 11 月 06 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 11 月 06 日,營利事業捐贈收入,文豐木竹簾,66640029,10000,0,,金錢,臺南市白河區****,06-6*****,匯款,112 年 11 月 06 日,已返還,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 11 月 06 日,營利事業捐贈收入,順德富實業,16350143,10000,0,,金錢,臺南市仁德區****,06-2*****,匯款,112 年 11 月 06 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,富郁森林運動行銷企業社,91936197,10000,0,,金錢,高雄市三民區****,0929*****,匯款,112 年 11 月 20 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 08 日,營利事業捐贈收入,全泉開發實業,89765302,50000,0,,金錢,高雄市三民區****,07-3*****,現金,112 年 12 月 08 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,大光明消防,23356755,50000,0,,金錢,高雄市仁武區****,07-3*****,匯款,112 年 12 月 18 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,長慧科技,83297534,30000,0,,金錢,高雄市三民區****,,現金,112 年 12 月 19 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,璉進實業,96999044,20000,0,,金錢,臺中市南區國****,,現金,112 年 12 月 19 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,隆興堆高機材料行,6410375,10000,0,,金錢,臺南市仁德區****,,現金,112 年 12 月 19 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,奇震企業行,62927894,10000,0,,金錢,嘉義縣民雄鄉****,,現金,112 年 12 月 19 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,保意興,84563355,10000,0,,金錢,臺中市大雅區****,,現金,112 年 12 月 19 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,承泰市地重劃,28540020,100000,0,,金錢,高雄市鳳山區****,3385*****,現金,112 年 12 月 19 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 25 日,營利事業捐贈收入,承泰市地重劃,28540020,100000,0,,金錢,高雄市鳳山區****,07-3*****,現金,112 年 12 月 25 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 25 日,營利事業捐贈收入,李翔貿易,16123963,36000,0,,金錢,高雄市苓雅區****,07-3*****,匯款,112 年 12 月 25 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 27 日,營利事業捐贈收入,鴻育實業,54636388,100000,0,,金錢,高雄市鼓山區****,07-5*****,現金,112 年 12 月 27 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 27 日,營利事業捐贈收入,怡珈開發,54636198,100000,0,,金錢,高雄市鼓山區****,07-5*****,現金,112 年 12 月 27 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 27 日,營利事業捐贈收入,易連工業,86438683,200000,0,,金錢,高雄市岡山區****,0987*****,票據,112 年 12 月 27 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 27 日,營利事業捐贈收入,皇華材料科技,75964174,200000,0,,金錢,高雄市大寮區****,07-7*****,票據,112 年 12 月 28 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,東儀能源,91754148,10000,0,,金錢,屏東縣屏東市****,08-7*****,現金,112 年 12 月 28 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,高雄煤氣分裝,83604012,10000,0,,金錢,高雄市大樹區****,07-6*****,現金,112 年 12 月 28 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,112 年 12 月 31 日,營利事業捐贈收入,高健雷射精機,23786609,20000,0,,金錢,高雄市仁武區****,3727*****,現金,113 年 01 月 09 日,,,,,,,,,,
林岱樺,113年立法委員選舉,首次,113 年 01 月 03 日,營利事業捐贈收入,有限責任基隆第一信用合作社,280902,200000,0,,金錢,基隆市中正區****,02-2*****,票據,113 年 01 月 15 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 09 月 01 日,營利事業捐贈收入,凱雍工業,22403365,60000,0,,金錢,高雄市岡山區****,,現金,112 年 09 月 05 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 09 月 04 日,營利事業捐贈收入,泰舜營造,22071696,500000,0,,金錢,高雄市鳳山區****,,票據,112 年 09 月 05 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 09 月 13 日,營利事業捐贈收入,銀鼎國際,54214079,200000,0,,金錢,高雄市林園區****,,匯款,112 年 09 月 13 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 09 月 20 日,營利事業捐贈收入,佶億工廠,88695716,50000,0,,金錢,高雄市路竹區****,,現金,112 年 09 月 20 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 09 月 28 日,營利事業捐贈收入,健暉建設,27696185,100000,0,,金錢,高雄市左營區****,,現金,112 年 10 月 03 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 10 月 07 日,營利事業捐贈收入,鴻詰投資,94257030,100000,0,,金錢,桃園市八德區****,,現金,112 年 10 月 13 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 10 月 07 日,營利事業捐贈收入,健暉建設,27696185,100000,0,,金錢,高雄市左營區****,,現金,112 年 10 月 11 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 14 日,營利事業捐贈收入,璟都投資,54525313,450000,0,,金錢,桃園市桃園區****,03-3*****,匯款,112 年 11 月 14 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 17 日,營利事業捐贈收入,韋奕工業,22685651,200000,0,,金錢,高雄市路竹區****,,票據,112 年 11 月 22 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,道錡工業,84996233,100000,0,,金錢,高雄市路竹區****,,票據,112 年 11 月 22 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 23 日,營利事業捐贈收入,嘉貿投資,53876825,500000,0,,金錢,桃園市觀音區****,03-4*****,匯款,112 年 11 月 23 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 28 日,營利事業捐贈收入,富莊貿易,9424211,40000,0,,金錢,臺北市中山區****,,匯款,112 年 11 月 28 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 30 日,營利事業捐贈收入,常進工業,86326006,200000,0,,金錢,高雄市路竹區****,07-6*****,票據,112 年 12 月 04 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 11 月 30 日,營利事業捐贈收入,成肯國際實業,97156751,100000,0,,金錢,高雄市路竹區****,,匯款,112 年 11 月 30 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 01 日,營利事業捐贈收入,大統傢俱行,7839262,30000,0,,金錢,高雄市岡山區****,,匯款,112 年 12 月 01 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 05 日,營利事業捐贈收入,欽勤建設,54208490,50000,0,,金錢,高雄市三民區****,07-3*****,現金,112 年 12 月 11 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 05 日,營利事業捐贈收入,全泉開發實業,89765302,50000,0,,金錢,高雄市三民區****,07-3*****,現金,112 年 12 月 11 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 06 日,營利事業捐贈收入,路竹新益工廠,88342707,500000,0,,金錢,高雄市路竹區****,,匯款,112 年 12 月 06 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 07 日,營利事業捐贈收入,隆昊企業,76472155,100000,0,,金錢,高雄市岡山區****,,票據,112 年 12 月 11 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 08 日,營利事業捐贈收入,慧鋼企業,86352377,100000,0,,金錢,高雄市岡山區****,,現金,112 年 12 月 11 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 11 日,營利事業捐贈收入,甲北行,9558267,100000,0,,金錢,高雄市橋頭區****,0935*****,現金,112 年 12 月 15 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 13 日,營利事業捐贈收入,國精化學,75975242,300000,0,,金錢,高雄市永安區****,07-6*****,匯款,112 年 12 月 13 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 14 日,營利事業捐贈收入,易連工業,86438683,300000,0,,金錢,高雄市苓雅區****,07-6*****,票據,112 年 12 月 15 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 15 日,營利事業捐贈收入,久舜營造,84548046,1000000,0,,金錢,臺北市內湖區****,,票據,112 年 12 月 19 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,吉隆建設,76385862,100000,0,,金錢,高雄市苓雅區****,,現金,112 年 12 月 21 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 20 日,營利事業捐贈收入,鼎雋投資,85065931,400000,0,,金錢,新北市新莊區****,,匯款,112 年 12 月 20 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 21 日,營利事業捐贈收入,葉盟工業,23862654,100000,0,,金錢,彰化縣彰化市****,,匯款,112 年 12 月 21 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 25 日,營利事業捐贈收入,高鋒螺絲,97152805,50000,0,,金錢,高雄市岡山區****,07-6*****,票據,112 年 12 月 26 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,高雄市立岡山醫院(委託秀傳醫療社團法人經營),17957914,100000,0,,金錢,高雄市岡山區****,07-6*****,現金,112 年 12 月 29 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 29 日,營利事業捐贈收入,義隆投資,70774647,500000,0,,金錢,臺北市大安區****,,匯款,112 年 12 月 29 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 29 日,營利事業捐贈收入,首國工業,97135784,20000,0,,金錢,高雄市岡山區****,07-6*****,匯款,112 年 12 月 29 日,,,,,,,,,,
邱志偉,113年立法委員選舉,首次,112 年 12 月 31 日,營利事業捐贈收入,登全興企業社,81032474,100000,0,,金錢,高雄市路竹區****,07-6*****,現金,113 年 01 月 08 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 09 月 20 日,營利事業捐贈收入,玉錡企業,88703173,100000,0,,金錢,高雄市路竹區****,,匯款,112 年 09 月 20 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 10 月 04 日,營利事業捐贈收入,新阿隆師商行,82665004,100000,0,,金錢,高雄市內門區****,,匯款,112 年 10 月 04 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 10 月 13 日,營利事業捐贈收入,道錡工業,84996233,100000,0,,金錢,高雄市路竹區****,,票據,112 年 10 月 13 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 10 月 13 日,營利事業捐贈收入,韋奕工業,22685651,100000,0,,金錢,高雄市路竹區****,,票據,112 年 10 月 13 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 10 月 19 日,營利事業捐贈收入,宗連工業,54616622,100000,0,,金錢,高雄市永安區****,,票據,112 年 10 月 19 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 11 月 01 日,營利事業捐贈收入,中瑋德惠,24340444,100000,0,,金錢,臺北市信義區****,,匯款,112 年 11 月 01 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 11 月 01 日,營利事業捐贈收入,丞曜實業,16734726,300000,0,,金錢,高雄市岡山區****,,匯款,112 年 11 月 01 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 11 月 15 日,營利事業捐贈收入,久添工程行,91450779,10000,0,,金錢,高雄市三民區****,,匯款,112 年 11 月 15 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,敏軒企業,89890097,60000,0,,金錢,高雄市大寮區****,,現金,112 年 11 月 20 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,騰翼商行,47662016,20000,0,,金錢,高雄市美濃區****,,現金,112 年 11 月 20 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 11 月 27 日,營利事業捐贈收入,弘御企業行,41324377,100000,0,,金錢,高雄市大樹區****,,匯款,112 年 11 月 27 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 12 月 05 日,營利事業捐贈收入,捷優工業,22314899,300000,0,,金錢,新北市五股區****,,匯款,112 年 12 月 05 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 12 月 06 日,營利事業捐贈收入,成肯國際實業,97156751,100000,0,,金錢,高雄市路竹區****,,票據,112 年 12 月 06 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,112 年 12 月 19 日,營利事業捐贈收入,林旺建設開發,80360435,100000,0,,金錢,高雄市左營區****,,現金,112 年 12 月 19 日,,,,,,,,,,
邱議瑩,113年立法委員選舉,首次,113 年 01 月 10 日,營利事業捐贈收入,高健雷射精機,23786609,50000,0,,金錢,高雄市仁武區****,,匯款,113 年 01 月 10 日,已返還,,,,,,,,,
曹桓榮,113年立法委員選舉,首次,112 年 12 月 10 日,營利事業捐贈收入,杰昇實業,23070689,12000,0,,金錢,高雄市鳥松區****,0773*****,現金,112 年 12 月 11 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 09 月 06 日,營利事業捐贈收入,恆都國際,29029857,30000,0,,金錢,高雄市左營區****,,匯款,112 年 09 月 06 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 10 月 04 日,營利事業捐贈收入,高展投資,24668480,300000,0,,金錢,高雄市仁武區****,,匯款,112 年 10 月 04 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 11 月 02 日,營利事業捐贈收入,美銘工業,97157652,18000,0,,金錢,高雄市新興區****,0935*****,匯款,112 年 11 月 02 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 11 月 10 日,營利事業捐贈收入,大勇投資,16121162,500000,0,,金錢,高雄市鹽埕區****,0753*****,票據,112 年 11 月 10 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,海中天頂級旅館,18472298,100000,0,,金錢,臺北市北投區****,0958*****,匯款,112 年 11 月 20 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 11 月 20 日,營利事業捐贈收入,振華興企業行,72026471,20000,0,,金錢,高雄市鳥松區****,0912*****,匯款,112 年 11 月 20 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 11 月 30 日,營利事業捐贈收入,慶紘建設企業,53062258,100000,0,,金錢,高雄市鳳山區****,07-7*****,匯款,112 年 11 月 30 日,已返還,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 11 月 30 日,營利事業捐贈收入,成肯國際實業,97156751,200000,0,,金錢,高雄市路竹區****,607-*****,匯款,112 年 11 月 30 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 05 日,營利事業捐贈收入,國精化學,75975242,600000,0,,金錢,高雄市永安區****,07-6*****,匯款,112 年 12 月 05 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 05 日,營利事業捐贈收入,私立偉達文理短期補習班,14539136,200000,0,,金錢,高雄市前鎮區****,07-7*****,匯款,112 年 12 月 05 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 06 日,營利事業捐贈收入,路竹新益工廠,88342707,500000,0,,金錢,高雄市路竹區****,,匯款,112 年 12 月 06 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 08 日,營利事業捐贈收入,華雄建設,86042401,150000,0,,金錢,高雄市前鎮區****,,匯款,112 年 12 月 08 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 08 日,營利事業捐贈收入,華雄建設,86042401,50000,0,,金錢,高雄市前鎮區****,07-3*****,票據,112 年 12 月 08 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 11 日,營利事業捐贈收入,環泥投資,23531445,200000,0,,金錢,臺北市中山區****,,匯款,112 年 12 月 11 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 14 日,營利事業捐贈收入,高雄市私立維也納幼兒園,26466349,100000,0,,金錢,高雄市鳥松區****,,票據,112 年 12 月 14 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 18 日,營利事業捐贈收入,華雄建設,86042401,100000,0,,金錢,高雄市前鎮區****,3385*****,匯款,112 年 12 月 18 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 21 日,營利事業捐贈收入,怡珈開發,54636198,100000,0,,金錢,高雄市鼓山區****,5501*****,匯款,112 年 12 月 21 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 21 日,營利事業捐贈收入,鴻育實業,54636388,100000,0,,金錢,高雄市鼓山區****,5501*****,匯款,112 年 12 月 21 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,112 年 12 月 28 日,營利事業捐贈收入,久舜營造,84548046,500000,0,,金錢,臺北市內湖區****,,票據,112 年 12 月 28 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,113 年 01 月 08 日,營利事業捐贈收入,大仙彩商行,82664223,20000,0,,金錢,高雄市鳳山區****,7436*****,匯款,113 年 01 月 08 日,,,,,,,,,,
許智傑,113年立法委員選舉,首次,113 年 01 月 12 日,營利事業捐贈收入,石翠蘭苑,41279268,10000,0,,金錢,高雄市鳥松區****,,匯款,113 年 01 月 12 日,,,,,,,,,,
陳美雅,113年立法委員選舉,首次,112 年 12 月 15 日,營利事業捐贈收入,冠郢企業,70417466,300000,0,,金錢,高雄市大樹區****,,票據,112 年 12 月 15 日,,,,,,,,,,
黃柏霖,113年立法委員選舉,首次,112 年 11 月 15 日,營利事業捐贈收入,十代,86450004,10000,0,,金錢,高雄市三民區****,0932*****,匯款,112 年 11 月 15 日,,,,,,,,,,
